"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2698-P",85,1758.80271580163,"EZCOX","Paris","Florida","USA","Regional Pumpkin Festival","1643 H","1676 Z",423,1651,10,"Big Max",797.77949289191,"heavy"
"2485-P",19,1748.61662543286,"LJDGR","Chicago","Florida","USA","National Pumpkin Festival","1423 H","1683 D",453,1883,-11,"Ghost",793.159160016627,"heavy"
"2040-P",24,1746.77753161155,"SPMGW","Nottingham","Florida","China","National Pumpkin Festival","1603 R","1515 R",432,1720,7,"Ghost",792.324961090868,"heavy"
"2424-P",28,1748.18056435697,"CEAYK","New York","Texas","China","Regional Pumpkin Festival","1607 Y","1385 U",415,1553,15,"Fairytale",792.961366039585,"heavy"
"2432-P",49,1741.37393591832,"DQGQF","Paris","New York","Australia","Local Pumpkin Festival","1371 H","1785 A",422,1612,3,"Fairytale",789.873931311801,"heavy"
"2496-P",30,1733.55662584119,"XVYBV","Chicago","New York","China","National Pumpkin Festival","1941 B","1113 D",416,1578,6,"Fairytale",786.328059103914,"heavy"
"2093-P",68,1722.21057090629,"GLCEP","Chicago","New York","Australia","Local Pumpkin Festival","1968 A","1121 E",423,1638,7,"Big Max",781.181575151528,"heavy"
"2253-P",69,1712.83518602513,"AXQWE","New York","New York","Australia","Regional Pumpkin Festival","1336 N","1489 F",442,1826,-6,"Blue Doll",776.928972100054,"heavy"
"2373-P",42,1694.40134359151,"CCQFX","Houston","Texas","Australia","Regional Pumpkin Festival","1879 I","1733 U",423,1627,8,"Fairytale",768.567521815371,"heavy"
"2742-P",56,1685.22849543113,"PEATD","Paris","Florida","USA","Local Pumpkin Festival","1621 K","1688 O",433,1681,-4,"Fairytale",764.406787875166,"heavy"
"2836-P",74,1689.61721481569,"NYBRM","Nottingham","California","USA","Regional Pumpkin Festival","1687 W","1761 X",423,1616,2,"Big Max",766.397477503742,"heavy"
"2319-P",40,1680.41952045262,"CQAGY","Houston","Texas","Australia","Regional Pumpkin Festival","1430 L","1915 H",414,1591,8,"Fairytale",762.225473515562,"heavy"
"2221-P",23,1684.8896711031,"ZLWYB","Houston","California","Australia","National Pumpkin Festival","1968 Q","1533 R",429,1664,4,"Fairytale",764.25309974507,"heavy"
"2035-P",83,1680.85900815949,"TCRHF","Nottingham","California","Australia","Regional Pumpkin Festival","1811 G","1439 J",407,1474,10,"Blue Doll",762.424821786274,"heavy"
"2111-P",69,1658.83926574513,"BALJJ","Nottingham","Texas","USA","Local Pumpkin Festival","1553 J","1370 W",422,1630,1,"Fairytale",752.436834629381,"heavy"
"2440-P",98,1655.25569678098,"OJHWO","Houston","Texas","USA","National Pumpkin Festival","1656 M","1263 B",436,1716,-9,"Blue Doll",750.811355088509,"heavy"
"2970-P",78,1643.16790067125,"YKTNG","Paris","Texas","USA","Regional Pumpkin Festival","1128 G","1206 G",429,1665,-2,"Fairytale",745.328422998423,"heavy"
"2031-P",22,1622.19347392861,"RWGVO","Paris","California","China","Regional Pumpkin Festival","1812 I","1671 N",420,1646,2,"Ghost",735.814583054858,"heavy"
"2154-P",41,1616.10350464284,"SJDJQ","Nottingham","New York","China","Regional Pumpkin Festival","1210 V","1913 R",410,1451,8,"Big Max",733.052219450984,"heavy"
"2292-P",94,1628.47009839006,"FKZTL","Chicago","California","China","Regional Pumpkin Festival","1144 H","1460 U",411,1473,8,"Blue Doll",738.661612022314,"heavy"
"2267-P",74,1625.5220279824,"NLQIK","Chicago","New York","China","National Pumpkin Festival","1663 C","1588 X",409,1458,14,"Ghost",737.324389778056,"heavy"
"2866-P",4,1615.68056414276,"NNNDH","New York","California","Australia","National Pumpkin Festival","1768 G","1088 B",423,1645,-1,"Blue Doll",732.860376867023,"heavy"
"2838-P",82,1604.79319054913,"FQWYI","Nottingham","New York","China","Regional Pumpkin Festival","1032 C","1409 B",425,1601,3,"Big Max",727.921947271469,"heavy"
"2234-P",44,1592.36487417109,"DLVCI","Houston","California","Australia","National Pumpkin Festival","1935 P","1635 B",415,1572,6,"Big Max",722.284557785719,"heavy"
"2016-P",48,1586.45759839192,"OJDDW","Nottingham","California","USA","Local Pumpkin Festival","1772 D","1197 A",408,1473,4,"Big Max",719.605062562553,"heavy"
"2334-P",47,1577.79327970836,"CBZCL","New York","Florida","China","National Pumpkin Festival","1594 E","1522 U",419,1552,-2,"Fairytale",715.674993713148,"heavy"
"2174-P",52,1573.30431065522,"VJOGO","Nottingham","Florida","China","Regional Pumpkin Festival","1308 T","1011 R",414,1587,2,"Big Max",713.638831599769,"heavy"
"2650-P",92,1574.87345886137,"ECUIW","New York","Florida","USA","National Pumpkin Festival","1473 Z","1978 D",398,1404,12,"Big Max",714.350585254076,"heavy"
"2924-P",42,1562.89276848827,"HHGHB","Houston","Florida","China","National Pumpkin Festival","1553 D","1090 E",407,1441,6,"Big Max",708.916235508944,"heavy"
"2447-P",30,1537.36825726461,"DWOYO","Nottingham","California","Australia","National Pumpkin Festival","1059 W","1929 E",427,1660,-4,"Blue Doll",697.338511960204,"heavy"
"2388-P",36,1543.10272488184,"GGOYR","Nottingham","New York","USA","Regional Pumpkin Festival","1486 L","1293 N",404,1426,10,"Ghost",699.939622719576,"heavy"
"2565-P",30,1539.41109855287,"PCAPH","Chicago","New York","China","Local Pumpkin Festival","1135 M","1329 O",416,1519,-2,"Blue Doll",698.265129182457,"heavy"
"2034-P",84,1518.47229546495,"ZPDGO","Paris","Texas","USA","Local Pumpkin Festival","1104 K","1508 F",417,1613,-5,"Ghost",688.76744785688,"heavy"
"2375-P",59,1507.64997821674,"NDZCR","Chicago","California","China","National Pumpkin Festival","1945 D","1770 Z",399,1361,10,"Ghost",683.858527323256,"heavy"
"2483-P",39,1510.99372652452,"JKUWZ","New York","Florida","Australia","National Pumpkin Festival","1353 N","1112 X",401,1415,6,"Fairytale",685.37522604414,"heavy"
"2297-P",12,1506.16575750969,"DOCGD","New York","California","China","Local Pumpkin Festival","1238 G","1977 N",398,1399,11,"Ghost",683.18529613458,"heavy"
"2331-P",11,1502.75267977268,"BPESM","Los Angeles","California","Australia","Regional Pumpkin Festival","1062 J","1326 W",389,1353,6,"Blue Doll",681.637150113553,"heavy"
"2785-P",1,1496.46895193681,"FINKT","Houston","Texas","China","Regional Pumpkin Festival","1197 H","1402 T",413,1541,-8,"Blue Doll",678.786899109659,"heavy"
"2004-P",78,1486.49830659945,"AXNSU","Chicago","Florida","USA","Regional Pumpkin Festival","1651 O","1361 G",400,1446,1,"Big Max",674.264290456861,"heavy"
"2952-P",15,1492.87266388629,"LETJQ","Chicago","Florida","USA","Regional Pumpkin Festival","1115 H","1730 I",390,1355,8,"Blue Doll",677.15565028825,"heavy"
"2929-P",75,1478.93683763035,"KDTUJ","Nottingham","New York","USA","Local Pumpkin Festival","1500 A","1054 V",403,1396,8,"Ghost",670.83446582361,"heavy"
"2668-P",90,1482.9426063858,"GFVKB","Paris","Florida","China","Local Pumpkin Festival","1726 V","1689 O",410,1497,3,"Big Max",672.65145196859,"heavy"
"2059-P",79,1493.57181903534,"RTCCE","New York","Florida","China","Local Pumpkin Festival","1742 D","1993 C",409,1523,1,"Big Max",677.472781729572,"heavy"
"2522-P",57,1491.03589165974,"EDBKN","Paris","California","USA","Regional Pumpkin Festival","1131 J","1649 R",415,1552,-8,"Blue Doll",676.322504420164,"heavy"
"2255-P",61,1482.68173259776,"PSRST","New York","New York","Australia","National Pumpkin Festival","1199 X","1966 A",383,1271,19,"Big Max",672.533121608705,"heavy"
"2629-P",99,1493.10381057113,"HQXJV","Paris","Florida","China","Regional Pumpkin Festival","1620 C","1407 L",405,1445,-2,"Blue Doll",677.260496660936,"heavy"
"2142-P",25,1483.27319182083,"JCZJO","Paris","California","China","Local Pumpkin Festival","1997 B","1127 T",402,1457,5,"Big Max",672.80140299968,"heavy"
"2821-P",34,1478.34652269352,"OPMIP","Houston","California","China","Regional Pumpkin Festival","1502 Q","1782 Y",399,1445,1,"Blue Doll",670.566703472145,"heavy"
"2268-P",59,1459.93717014603,"MFSQO","Nottingham","Florida","China","Regional Pumpkin Festival","1535 N","1664 P",398,1425,3,"Big Max",662.216361612961,"heavy"
"2219-P",17,1463.76572227012,"FEUGV","Nottingham","Texas","USA","Local Pumpkin Festival","1877 C","1986 T",402,1383,4,"Blue Doll",663.952963646052,"heavy"
"2508-P",40,1463.31213507149,"HEKKA","New York","Texas","China","Local Pumpkin Festival","1806 T","1380 K",401,1410,7,"Ghost",663.747219953451,"heavy"
"2605-P",28,1467.97656068392,"RFJJV","Nottingham","New York","USA","Regional Pumpkin Festival","1201 W","1240 H",394,1337,12,"Big Max",665.862967823455,"heavy"
"2817-P",66,1466.88777806889,"VMRUY","New York","Florida","USA","National Pumpkin Festival","1033 T","1770 I",397,1336,7,"Blue Doll",665.369104336275,"heavy"
"2668-P",85,1461.28122233693,"YDIMA","Chicago","New York","USA","Local Pumpkin Festival","1124 B","1004 L",396,1362,6,"Fairytale",662.826013432143,"heavy"
"2268-P",45,1456.58022722695,"VFSSH","Nottingham","New York","China","National Pumpkin Festival","1070 O","1676 V",399,1446,4,"Big Max",660.693677917062,"heavy"
"2358-P",70,1446.10652029235,"LENME","Paris","New York","China","Local Pumpkin Festival","1010 Q","1561 C",395,1364,10,"Ghost",655.942884361927,"heavy"
"2996-P",63,1434.92479320336,"UMLGW","Paris","California","China","Regional Pumpkin Festival","1560 R","1190 P",392,1346,4,"Blue Doll",650.870938266687,"heavy"
"2928-P",47,1442.08013797458,"IRTAT","Los Angeles","Texas","China","National Pumpkin Festival","1943 A","1570 R",412,1517,-6,"Big Max",654.116548062354,"heavy"
"2765-P",34,1436.53425562847,"LBUNE","Houston","Florida","China","Local Pumpkin Festival","1102 M","1265 T",389,1336,12,"Blue Doll",651.600978143132,"heavy"
"2523-P",93,1429.37092204671,"SVGKB","Los Angeles","California","USA","Local Pumpkin Festival","1424 S","1609 F",396,1358,3,"Big Max",648.351744683956,"heavy"
"2659-P",96,1418.67107991874,"DRZLQ","New York","Texas","China","Local Pumpkin Festival","1571 Q","1546 Q",402,1376,1,"Ghost",643.498377930433,"heavy"
"2859-P",56,1423.34619848337,"TGVLH","Los Angeles","California","Australia","Regional Pumpkin Festival","1536 I","1654 S",413,1491,-7,"Big Max",645.618976041972,"heavy"
"2108-P",74,1397.8970180694,"EXOTW","Los Angeles","New York","China","Local Pumpkin Festival","1911 U","1508 Z",388,1319,9,"Ghost",634.075421973762,"heavy"
"2481-P",41,1387.26408416592,"JZMDJ","Nottingham","Texas","Australia","National Pumpkin Festival","1574 K","1754 Q",407,1467,-8,"Ghost",629.252404280382,"heavy"
"2666-P",84,1396.52253132313,"TZFJE","Chicago","Texas","Australia","Regional Pumpkin Festival","1436 Y","1878 D",417,1548,-7,"Blue Doll",633.451965272467,"heavy"
"2127-P",72,1387.052901363,"IWEEF","Paris","Florida","USA","Local Pumpkin Festival","1711 N","1752 J",396,1387,-1,"Ghost",629.156613372224,"heavy"
"2650-P",6,1390.0886153141,"UYRFO","Houston","New York","China","Regional Pumpkin Festival","1312 O","1878 C",393,1313,3,"Ghost",630.533590059102,"heavy"
"2747-P",44,1376.11953790244,"JIJUV","Paris","California","Australia","Local Pumpkin Festival","1209 Y","1289 N",392,1380,5,"Ghost",624.197323123917,"heavy"
"2977-P",8,1375.67578538135,"OSFMR","Houston","New York","USA","Regional Pumpkin Festival","1632 D","1561 O",387,1264,14,"Fairytale",623.996040366014,"heavy"
"2263-P",39,1373.83059201296,"KBSON","New York","New York","China","Local Pumpkin Festival","1687 H","1782 R",382,1227,13,"Big Max",623.159074732239,"heavy"
"2798-P",23,1389.33423627913,"ZILFN","Paris","Florida","China","National Pumpkin Festival","1137 D","1858 X",384,1306,7,"Fairytale",630.191409484463,"heavy"
"2275-P",67,1385.7274394976,"MEOVC","Chicago","New York","China","Regional Pumpkin Festival","1148 W","1968 B",406,1412,-8,"Ghost",628.555393982848,"heavy"
"2388-P",61,1384.69344283175,"ZAPBJ","New York","Texas","USA","Local Pumpkin Festival","1195 Q","1628 N",404,1412,-1,"Fairytale",628.086380984219,"heavy"
"2219-P",56,1370.67547682114,"MVMQK","Paris","New York","USA","Local Pumpkin Festival","1455 E","1766 Y",401,1390,-5,"Blue Doll",621.727938553556,"heavy"
"2365-P",30,1353.77628589701,"WBEYK","Paris","Florida","USA","Local Pumpkin Festival","1244 X","1550 K",393,1308,4,"Fairytale",614.062594484769,"heavy"
"2557-P",75,1370.35017072503,"ENXGW","Paris","Texas","China","National Pumpkin Festival","1248 U","1784 N",395,1395,-5,"Ghost",621.58038219032,"heavy"
"2290-P",21,1369.33915411495,"OLUIS","Nottingham","Florida","Australia","Regional Pumpkin Festival","1131 R","1195 C",381,1232,7,"Ghost",621.121792769661,"heavy"
"2236-P",22,1352.92306486238,"PTOMW","Paris","Texas","Australia","National Pumpkin Festival","1476 M","1408 D",385,1278,9,"Blue Doll",613.675579933212,"heavy"
"2729-P",24,1353.4776707232,"QZDSK","New York","Florida","USA","Regional Pumpkin Festival","1318 W","1496 W",384,1280,10,"Big Max",613.927144920249,"heavy"
"2866-P",64,1348.20358821936,"XNFTV","Los Angeles","California","USA","Local Pumpkin Festival","1239 J","1288 J",406,1477,-8,"Big Max",611.534861335751,"heavy"
"2884-P",32,1351.26826548297,"DKGLP","Chicago","Texas","China","Local Pumpkin Festival","1255 V","1543 P",396,1414,-6,"Big Max",612.924975560202,"heavy"
"2379-P",79,1340.47568909265,"CUGFH","New York","Texas","China","Regional Pumpkin Festival","1359 C","1593 D",379,1199,14,"Blue Doll",608.029545252807,"heavy"
"2415-P",35,1338.63792122435,"RNFHU","New York","New York","Australia","Local Pumpkin Festival","1173 Y","1686 U",391,1374,-2,"Big Max",607.195947769214,"heavy"
"2712-P",12,1353.19105625246,"KRFFJ","Chicago","California","Australia","Regional Pumpkin Festival","1846 F","1307 F",402,1393,-6,"Ghost",613.79713878308,"heavy"
"2775-P",24,1347.58812077157,"GVQRE","Nottingham","Texas","USA","Regional Pumpkin Festival","1508 Q","1771 Z",395,1396,-9,"Ghost",611.255689997217,"heavy"
"2587-P",45,1330.88345782459,"FGYCE","Paris","New York","Australia","Regional Pumpkin Festival","1883 V","1106 D",432,1721,-19,"Blue Doll",603.678582334689,"heavy"
"2735-P",62,1346.39029637612,"EDTQJ","Houston","Florida","China","Regional Pumpkin Festival","1897 X","1278 E",395,1373,2,"Fairytale",610.712365990386,"heavy"
"2485-P",40,1338.40480412077,"EGFUR","Los Angeles","Texas","USA","National Pumpkin Festival","1244 H","1446 C",387,1290,7,"Big Max",607.090207629627,"heavy"
"2028-P",61,1340.27949310485,"IJDFI","Houston","California","Australia","National Pumpkin Festival","1499 P","1299 K",401,1383,-4,"Fairytale",607.940552249642,"heavy"
"2317-P",34,1322.72242996562,"UQRBQ","New York","New York","China","National Pumpkin Festival","1719 R","1651 V",379,1252,2,"Fairytale",599.976802363401,"heavy"
"2090-P",16,1319.66513011325,"FQZQQ","Paris","California","USA","National Pumpkin Festival","1293 R","1731 H",383,1217,8,"Fairytale",598.5900344764,"heavy"
"2006-P",22,1317.09486175478,"VCYFV","Houston","Texas","Australia","Local Pumpkin Festival","1709 B","1674 I",386,1246,1,"Blue Doll",597.424180359165,"heavy"
"2219-P",45,1319.97310008854,"KVABS","Chicago","California","China","National Pumpkin Festival","1105 X","1721 J",392,1372,-6,"Blue Doll",598.729727307496,"heavy"
"2770-P",12,1301.4219219489,"PFMKD","Paris","Florida","USA","Local Pumpkin Festival","1213 L","1834 X",400,1384,-1,"Blue Doll",590.31505444179,"heavy"
"2034-P",24,1308.30842654221,"XXVQO","Houston","Florida","China","Regional Pumpkin Festival","1850 Q","1388 N",386,1332,0,"Ghost",593.438720383903,"heavy"
"2879-P",45,1304.33990744874,"FKBTK","Chicago","California","USA","National Pumpkin Festival","1037 P","1138 E",410,1547,-14,"Fairytale",591.638630401397,"heavy"
"2658-P",90,1306.13694790751,"GBBWE","Paris","New York","USA","Regional Pumpkin Festival","1981 M","1432 Q",396,1348,-3,"Fairytale",592.453754242759,"heavy"
"2925-P",34,1307.72092050593,"FVIKU","Chicago","Florida","China","Local Pumpkin Festival","1291 N","1400 K",404,1416,-12,"Fairytale",593.172232128297,"heavy"
"2206-P",75,1289.83794484846,"SGZUM","Nottingham","California","USA","Local Pumpkin Festival","1578 K","1028 X",384,1222,2,"Fairytale",585.06065081037,"heavy"
"2887-P",56,1284.46771125495,"AONKT","Los Angeles","New York","Australia","National Pumpkin Festival","1693 W","1740 E",411,1511,-18,"Fairytale",582.624753825194,"heavy"
"2955-P",8,1294.07729474083,"BKZAS","Houston","New York","Australia","Regional Pumpkin Festival","1895 F","1219 M",409,1517,-18,"Blue Doll",586.983587576919,"heavy"
"2907-P",4,1286.31901822332,"VEIBW","Paris","California","USA","Local Pumpkin Festival","1623 D","1773 V",370,1134,13,"Fairytale",583.464492541278,"heavy"
"2449-P",44,1275.71226444468,"EGGSL","Paris","Texas","China","Local Pumpkin Festival","1865 P","1125 I",402,1426,-15,"Blue Doll",578.653349952782,"heavy"
"2601-P",83,1284.49594292045,"RQAIO","Paris","Florida","USA","Local Pumpkin Festival","1060 O","1704 L",374,1200,7,"Ghost",582.637559493264,"heavy"
"2340-P",59,1271.10540936049,"OVGCH","New York","Texas","China","National Pumpkin Festival","1166 S","1205 Z",420,1563,-23,"Fairytale",576.563715635146,"heavy"
"2998-P",4,1278.28190634772,"MIBHP","Los Angeles","California","USA","Local Pumpkin Festival","1781 U","1518 B",370,1118,9,"Blue Doll",579.818919914612,"heavy"
"2688-P",66,1282.77881467622,"IVESF","Chicago","Texas","China","Local Pumpkin Festival","1078 U","1542 B",386,1290,-4,"Blue Doll",581.858683222718,"heavy"
"2899-P",94,1280.63301439956,"NUZMU","Paris","California","Australia","Local Pumpkin Festival","1807 A","1569 I",384,1275,-3,"Blue Doll",580.885364588865,"heavy"
"2866-P",55,1279.77931245398,"VORFQ","Nottingham","Florida","Australia","Regional Pumpkin Festival","1753 J","1038 E",396,1404,-7,"Blue Doll",580.498131899771,"heavy"
"2068-P",59,1269.09743588232,"UONEG","Nottingham","New York","China","Local Pumpkin Festival","1756 D","1661 G",368,1172,12,"Blue Doll",575.652914185519,"heavy"
"2229-P",47,1261.66779932193,"VTGAG","Houston","Texas","China","Regional Pumpkin Festival","1524 B","1309 B",380,1220,0,"Ghost",572.282887727032,"heavy"
"2266-P",56,1264.72657981422,"MJMBM","New York","Florida","Australia","Regional Pumpkin Festival","1057 K","1811 U",366,1141,10,"Ghost",573.670327221,"heavy"
"2946-P",13,1268.02529707644,"SHNDP","New York","Texas","China","Regional Pumpkin Festival","1793 V","1345 K",388,1255,-1,"Blue Doll",575.166600203186,"heavy"
"2210-P",53,1262.46553178132,"LYHDM","Houston","Florida","China","National Pumpkin Festival","1914 I","1197 X",357,1016,20,"Fairytale",572.644733084212,"heavy"
"2542-P",59,1264.46438522823,"YZIEV","New York","Florida","USA","National Pumpkin Festival","1602 C","1133 J",373,1143,14,"Big Max",573.551397757241,"heavy"
"2174-P",38,1270.18742813636,"GIDXY","Paris","Florida","USA","Regional Pumpkin Festival","1413 L","1889 O",378,1199,4,"Ghost",576.147326355726,"heavy"
"2282-P",98,1258.42869717162,"MELQS","Houston","New York","China","National Pumpkin Festival","1188 H","1877 R",381,1216,1,"Blue Doll",570.813655704767,"heavy"
"2024-P",44,1256.5342147937,"VYOEK","Houston","New York","China","Local Pumpkin Festival","1631 H","1548 R",382,1209,6,"Big Max",569.954332952324,"heavy"
"2985-P",49,1257.74140180647,"WPVMO","Paris","Florida","USA","National Pumpkin Festival","1962 A","1961 P",394,1373,-4,"Ghost",570.501903770938,"heavy"
"2002-P",11,1245.84922411945,"TQOMM","Chicago","New York","USA","Local Pumpkin Festival","1664 F","1612 F",368,1174,4,"Fairytale",565.107702704895,"heavy"
"2823-P",37,1257.51644271426,"RZUBV","Houston","California","USA","Local Pumpkin Festival","1062 I","1259 O",366,1106,15,"Fairytale",570.399864043062,"heavy"
"2457-P",77,1256.68953608721,"VDIUQ","Paris","California","China","Regional Pumpkin Festival","1556 I","1432 E",368,1174,6,"Ghost",570.024785506018,"heavy"
"2700-P",73,1248.54814037215,"SPGZZ","New York","Florida","USA","Local Pumpkin Festival","1240 X","1868 S",386,1323,0,"Ghost",566.331910525417,"heavy"
"2019-P",64,1241.61718857568,"WLVTX","Houston","Florida","China","National Pumpkin Festival","1544 J","1970 E",397,1338,-4,"Fairytale",563.188083671063,"heavy"
"2629-P",100,1249.33656968083,"FXONX","New York","New York","USA","Local Pumpkin Festival","1583 Y","1270 D",405,1410,-17,"Blue Doll",566.689536044419,"heavy"
"2676-P",23,1234.78933932409,"EWDWH","Los Angeles","Texas","USA","National Pumpkin Festival","1158 V","1679 H",382,1243,-5,"Blue Doll",560.091023344434,"heavy"
"2352-P",26,1239.90092110839,"GSPPR","Los Angeles","California","USA","National Pumpkin Festival","1897 S","1478 S",399,1384,-8,"Ghost",562.409597842368,"heavy"
"2032-P",76,1232.18905887846,"IMPFY","Los Angeles","California","Australia","Regional Pumpkin Festival","1201 M","1175 W",382,1297,-7,"Big Max",558.911555973448,"heavy"
"2143-P",27,1245.85254733916,"LDJIH","Nottingham","New York","USA","Local Pumpkin Festival","1622 D","1779 P",381,1208,2,"Ghost",565.109210092004,"heavy"
"2081-P",47,1234.6304677194,"JGQTU","Paris","Florida","China","Local Pumpkin Festival","1220 A","1139 M",366,1120,11,"Blue Doll",560.018960396677,"heavy"
"2075-P",62,1223.37591209915,"DULDN","Houston","California","USA","Local Pumpkin Festival","1875 E","1385 D",363,1080,14,"Ghost",554.913979835309,"heavy"
"2296-P",20,1239.75046026576,"ARIXA","Houston","New York","Australia","Local Pumpkin Festival","1293 O","1346 J",409,1484,-13,"Ghost",562.341349952113,"heavy"
"2713-P",64,1236.20438166242,"LCFQA","Nottingham","Florida","China","Regional Pumpkin Festival","1548 B","1283 C",385,1249,-3,"Fairytale",560.732875752867,"heavy"
"2068-P",66,1232.06565310434,"CQSSX","New York","Florida","China","Regional Pumpkin Festival","1048 G","1939 A",372,1185,2,"Fairytale",558.855580055844,"heavy"
"2826-P",56,1219.749777616,"XQONX","Paris","California","Australia","National Pumpkin Festival","1422 R","1413 T",386,1282,-8,"Fairytale",553.269192899782,"heavy"
"2381-P",23,1233.51117716171,"PYNEG","New York","Texas","China","Local Pumpkin Festival","1575 J","1517 Y",383,1288,-10,"Blue Doll",559.51125873947,"heavy"
"2178-P",96,1220.21720204595,"BRAVA","Los Angeles","New York","Australia","Local Pumpkin Festival","1522 H","1668 A",375,1150,4,"Fairytale",553.481213054938,"heavy"
"2159-P",49,1215.81512466259,"SRKTL","Chicago","California","China","National Pumpkin Festival","1525 C","1729 O",368,1146,6,"Ghost",551.484464340021,"heavy"
"2082-P",23,1215.8686322419,"OSAQD","Houston","Texas","China","Regional Pumpkin Festival","1757 G","1361 Y",381,1222,3,"Big Max",551.508734969751,"heavy"
"2944-P",4,1219.11825119797,"KYNAB","Nottingham","California","USA","National Pumpkin Festival","1917 C","1449 V",389,1258,-4,"Blue Doll",552.982737334869,"heavy"
"2350-P",29,1207.64419251215,"MTKQJ","Chicago","New York","USA","Regional Pumpkin Festival","1098 M","1252 U",390,1279,-1,"Big Max",547.778191857683,"heavy"
"2044-P",66,1215.86439400818,"YKERR","New York","New York","China","Local Pumpkin Festival","1072 M","1493 H",379,1201,1,"Ghost",551.506812539273,"heavy"
"2740-P",7,1201.28748041764,"EWSZA","Chicago","Texas","USA","National Pumpkin Festival","1253 Z","1875 E",373,1174,4,"Fairytale",544.894835750909,"heavy"
"2011-P",6,1213.95015041437,"ETLGU","Houston","New York","China","Local Pumpkin Festival","1129 L","1595 K",404,1426,-18,"Fairytale",550.638526250071,"heavy"
"2568-P",79,1204.49617774785,"BVNLJ","Chicago","Texas","Australia","Regional Pumpkin Festival","1681 G","1026 O",360,1071,8,"Ghost",546.350276378751,"heavy"
"2599-P",57,1195.39617046341,"GKVAN","Chicago","Texas","China","Local Pumpkin Festival","1005 H","1934 X",398,1411,-12,"Fairytale",542.222582504126,"heavy"
"2005-P",68,1199.23517123815,"CZEHJ","Nottingham","California","Australia","Regional Pumpkin Festival","1214 Z","1031 W",366,1117,7,"Ghost",543.96392396543,"heavy"
"2677-P",72,1191.49834504165,"UFGJL","New York","New York","Australia","Regional Pumpkin Festival","1774 Y","1861 M",363,1132,8,"Fairytale",540.454558631739,"heavy"
"2299-P",72,1195.47813328821,"POZMT","New York","Florida","USA","Local Pumpkin Festival","1859 K","1871 A",373,1164,3,"Big Max",542.25976021611,"heavy"
"2285-P",63,1203.29202665668,"KMRON","Chicago","Florida","USA","Local Pumpkin Festival","1103 D","1040 Y",382,1213,1,"Big Max",545.804082631013,"heavy"
"2558-P",9,1187.53670473583,"LJGKU","Paris","New York","China","Local Pumpkin Festival","1408 D","1525 O",380,1270,-7,"Big Max",538.657588814829,"heavy"
"2550-P",62,1187.84149707053,"FWNZE","Chicago","Florida","China","National Pumpkin Festival","1157 B","1616 P",380,1206,-1,"Ghost",538.795840292398,"heavy"
"2419-P",26,1196.79739418905,"YAKHG","Paris","Texas","Australia","Local Pumpkin Festival","1606 J","1430 R",392,1361,-9,"Big Max",542.858166895272,"heavy"
"2073-P",72,1177.74366824552,"TBPQO","Nottingham","California","China","Regional Pumpkin Festival","1701 G","1174 E",367,1086,7,"Fairytale",534.215542179969,"heavy"
"2185-P",44,1177.6301213149,"BXCZP","Chicago","New York","USA","Regional Pumpkin Festival","1562 O","1324 F",373,1165,-1,"Big Max",534.164038158557,"heavy"
"2583-P",22,1192.81744737551,"SPPRF","Chicago","Texas","USA","Regional Pumpkin Festival","1126 R","1930 S",391,1289,-9,"Blue Doll",541.052893386128,"heavy"
"2756-P",77,1172.96433910634,"FSUSL","Paris","New York","Australia","National Pumpkin Festival","1004 O","1378 E",381,1261,-10,"Blue Doll",532.0476749469,"heavy"
"2865-P",30,1171.06705974787,"MAIOV","Chicago","Florida","Australia","National Pumpkin Festival","1626 T","1869 Z",369,1088,11,"Fairytale",531.187083505419,"heavy"
"2194-P",85,1178.76544823311,"PCBJI","Houston","Texas","China","Local Pumpkin Festival","1860 W","1659 G",386,1244,-5,"Big Max",534.679013786547,"heavy"
"2689-P",66,1175.09298622571,"CBIEG","New York","Texas","USA","Local Pumpkin Festival","1038 N","1334 G",385,1266,-12,"Blue Doll",533.013213039477,"heavy"
"2006-P",86,1172.80888951849,"EUBKO","Paris","New York","USA","Regional Pumpkin Festival","1032 K","1311 W",383,1243,-1,"Ghost",531.977164199872,"heavy"
"2376-P",7,1162.00955286156,"AHVQK","Nottingham","Texas","USA","Regional Pumpkin Festival","1244 Z","1086 P",369,1093,4,"Big Max",527.07866748712,"heavy"
"2267-P",54,1168.40276397672,"OUXVC","Nottingham","Texas","Australia","National Pumpkin Festival","1146 T","1195 B",348,974,15,"Ghost",529.978579271184,"heavy"
"2293-P",84,1157.50449069962,"FFTMO","Paris","New York","Australia","National Pumpkin Festival","1694 J","1416 D",371,1160,0,"Ghost",525.035205662373,"heavy"
"2751-P",50,1164.7094770642,"KQEPU","Nottingham","Florida","USA","Local Pumpkin Festival","1011 Y","1884 F",368,1131,-1,"Fairytale",528.303332506041,"heavy"
"2208-P",15,1154.09783669282,"UFFSF","Paris","California","China","Regional Pumpkin Festival","1018 O","1565 M",361,1036,14,"Blue Doll",523.489973396362,"heavy"
"2038-P",24,1154.88187307492,"MPZVF","New York","Florida","Australia","Regional Pumpkin Festival","1824 U","1838 V",346,975,13,"Fairytale",523.845606317384,"heavy"
